response,context/0,context/1,context/2,context/3,context/4
I guess we could do chores for a few hours.,"Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.",Our car broke down and we're out of oxygen. Can we borrow some?,"Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.","No, sir. We're amusement park patrons.","Trespassers, eh?"
Fahrenheit or Celsius?,Yup. Drops down to -173!,"Fry, night lasts two weeks on the moon.",I guess we could do chores for a few hours.,"Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.",Our car broke down and we're out of oxygen. Can we borrow some?
Robot daughters?,"First one, then th'other. And them spacesuits ain't a-heated so you aint goin' nowhere til sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?",Fahrenheit or Celsius?,Yup. Drops down to -173!,"Fry, night lasts two weeks on the moon.",I guess we could do chores for a few hours.
Whoa!,Yoo-hoo.,And the Crushinator.,Yoo-hoo!,Daisy-Mae 128K.,Yoo-hoo!
"And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and, and these fellas.","I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.",Whoa!,Yoo-hoo.,And the Crushinator.,Yoo-hoo!
I guess I can't.,"Fry, face it. The moon is a dump. It's a boring dried up wasteland. And the only reason anybody ever comes here is for the tacky little amusement park. Can't you just accept that?","And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and, and these fellas.","I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.",Whoa!,Yoo-hoo.
"Oh, Bender. You didn't touch the Crushinator, did you?",Bender?,He'll never find me in here.,I'll learn ye to sleep with my robot daughters!,I guess I can't.,"Fry, face it. The moon is a dump. It's a boring dried up wasteland. And the only reason anybody ever comes here is for the tacky little amusement park. Can't you just accept that?"
It's too low.,"Yes, Pa.","Oh, no you don't! C'mere Crushinator.",Of course not. A lady that fine you gotta romance first.,"Oh, Bender. You didn't touch the Crushinator, did you?",Bender?
"Hey, cool! Dark side of the moon!","No, Pa. I love him.","God darn, it Crushinator, jump!",Hang on. Hang on. Jump. Hold on to your helmet!,It's too low.,"Yes, Pa."
Over there! Look! It's the moon landing site! We found it!,We can't outrun it forever.,"Oh, dear! I really ought to do something. But I am already in my pyjamas.","What do you mean we, mammal?","Nightfall's coming. Hurry, before we freeze.","Hey, cool! Dark side of the moon!"
"It's that flag from MTV! And Neil Armstrong's footprint! Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?","Quick, get in.",Over there! Look! It's the moon landing site! We found it!,We can't outrun it forever.,"Oh, dear! I really ought to do something. But I am already in my pyjamas.","What do you mean we, mammal?"
"Look, Leela, I'm sorry. I never should have dragged you out here.",Well if the oxygen holds out we might live long enough to starve to death.,"Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.","Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust. Now get in here before you freeze.","It's that flag from MTV! And Neil Armstrong's footprint! Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?","Quick, get in."
I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.,"That's right, you shouldn't have. I still don't get what the big attraction is.","Look, Leela, I'm sorry. I never should have dragged you out here.",Well if the oxygen holds out we might live long enough to starve to death.,"Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.","Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust. Now get in here before you freeze."
"The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to. But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.",A week would be a little much.,I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.,"That's right, you shouldn't have. I still don't get what the big attraction is.","Look, Leela, I'm sorry. I never should have dragged you out here.",Well if the oxygen holds out we might live long enough to starve to death.
It's Amy! We're saved!,"Had to come back for the Crushinator, eh, robot? Well I got you this time.","Fry, look. It really is beautiful. I don't know why I never noticed before.","The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to. But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.",A week would be a little much.,I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.
"Well, close enough!","So, Fry, was the real moon anything like the moon you used to dream about?","She'll be riding six white horses when she comes,","Aww, dang it!","She'll be comin' round the mountain when she comes,",Not the magnet! No! No! Nooo -- Uh-oh!
I'm sorry. I was up really late poking through people's desks.,"Fry, mon, if you're going to be living in the office you could at least be on time for work.",Hey!,"By Eric Horsted Transcribed by Dave, The Neutral Planet","Well I'll shoot her with my ray gun when she comes,",BENDER
And great lift!,What the hell are you doing?! You're getting a huge dose of radiation!,"Concerning our pest problem: Somebody's been leaving food around and it's attracting owls. And I, for one, am getting tired of cleaning those owl traps. Now......as this shocking graph indicates, our water consumption has tripled in the last month. I notice Fry has been here for a month, so I'm appointing him head of a committee to find who's responsible. Fry? Am I cracking up, or is Fry's living here starting to get in the way of bus -","Alright, people. I will now outline today's 12-point agenda. We'll begin with point one then race forward --",I'm sorry. I was up really late poking through people's desks.,"Fry, mon, if you're going to be living in the office you could at least be on time for work."
"Hey, when you look this good, you don't have to know anything.",Do you know how long it's going to take me to recalibrate these engines?,And great lift!,What the hell are you doing?! You're getting a huge dose of radiation!,"Concerning our pest problem: Somebody's been leaving food around and it's attracting owls. And I, for one, am getting tired of cleaning those owl traps. Now......as this shocking graph indicates, our water consumption has tripled in the last month. I notice Fry has been here for a month, so I'm appointing him head of a committee to find who's responsible. Fry? Am I cracking up, or is Fry's living here starting to get in the way of bus -","Alright, people. I will now outline today's 12-point agenda. We'll begin with point one then race forward --"
"Hey, Professor, great jerky!","Oh, fuff! He's not causing any trouble. Now, if you don't mind, I'm rather busy. I seem to have mislaid my alien mummy. This sarcophagus should contain the remains of Emperor Nimballa, who ruled Zubin 5 over 29 million years ago.",He's a nice guy but we think it's about time he got his own place.,"That's right, we want some money -- wait, what's this about Fry?","Professor, We need to talk to you about Fry.","Hey, when you look this good, you don't have to know anything."
"Sheesh! 40,000 channels and only 150 have anything good on.",And Bigfoot is down!,Bachelor chow: Now with flavour!,ANNOUNCER,"My God, this is an outrage! I was going to eat that mummy! Fry has got to go!","Hey, Professor, great jerky!"
"Hmm, must be a friend of theirs.","Metric? I've always known. But for you, my darling, I'm willing to convert.","Oh, Calculon! It fits! Then you must know that I'm --","I've been processing this for some time, Monique, and well, will you marry me?","All My Circuits is brought to you by Robo Fresh: Designed by a robot, for a robot.","Sheesh! 40,000 channels and only 150 have anything good on."
