response,context/0,context/1,context/2,context/3,context/4
I've got presents?,Looks like you've got one too!,"Oh, Mum made it.",What are you wearing?,"Happy Christmas, Ron.","Happy Christmas, Harry."
Oh!,Yeah!,I've got presents?,Looks like you've got one too!,"Oh, Mum made it.",What are you wearing?
Your father left this in my possession before he died.,There they are.,Oh!,Yeah!,I've got presents?,Looks like you've got one too!
It is time it was returned to you.,Your father left this in my possession before he died.,There they are.,Oh!,Yeah!,I've got presents?
Use it well.,It is time it was returned to you.,Your father left this in my possession before he died.,There they are.,Oh!,Yeah!
Some kind of...cloak.,What is it?,Use it well.,It is time it was returned to you.,Your father left this in my possession before he died.,There they are.
My body's gone!,Whoa!,Put it on.,"Well, let's see then.",Some kind of...cloak.,What is it?
I'm invisible??,That's an invisibility cloak!,I know what that is!,My body's gone!,Whoa!,Put it on.
There was no name.,I wonder who gave it to you.,They're really rare.,I'm invisible??,That's an invisibility cloak!,I know what that is!
"It just said, Use it well.",There was no name.,I wonder who gave it to you.,They're really rare.,I'm invisible??,That's an invisibility cloak!
Famous fire eaters...,"It just said, Use it well.",There was no name.,I wonder who gave it to you.,They're really rare.,I'm invisible??
15th Century Fiends...Flamel...,Famous fire eaters...,"It just said, Use it well.",There was no name.,I wonder who gave it to you.,They're really rare.
Nicholas Flamel...where are you?,15th Century Fiends...Flamel...,Famous fire eaters...,"It just said, Use it well.",There was no name.,I wonder who gave it to you.
Mum? Dad?,That means there's a student out of bed.,It's still hot.,"Oh, Professors. I found this, in the Restricted Section.",When you've had time to decide where your loyalties lie.,We'll have another chat soon...
Ron! You've really got to see this!,Mum? Dad?,That means there's a student out of bed.,It's still hot.,"Oh, Professors. I found this, in the Restricted Section.",When you've had time to decide where your loyalties lie.
Ron! You've got to see this!,Ron! You've really got to see this!,Mum? Dad?,That means there's a student out of bed.,It's still hot.,"Oh, Professors. I found this, in the Restricted Section."
"Ron, Ron, come on. Get out of bed!",Ron! You've got to see this!,Ron! You've really got to see this!,Mum? Dad?,That means there's a student out of bed.,It's still hot.
There's something you've got to see.,Why?,"Ron, Ron, come on. Get out of bed!",Ron! You've got to see this!,Ron! You've really got to see this!,Mum? Dad?
"Now, come on!",There's something you've got to see.,Why?,"Ron, Ron, come on. Get out of bed!",Ron! You've got to see this!,Ron! You've really got to see this!
"Come on. Come. Come look, it's my parents!","Now, come on!",There's something you've got to see.,Why?,"Ron, Ron, come on. Get out of bed!",Ron! You've got to see this!
Look in properly. Go on.,I only see us.,"Come on. Come. Come look, it's my parents!","Now, come on!",There's something you've got to see.,Why?
Stand there. There.,Look in properly. Go on.,I only see us.,"Come on. Come. Come look, it's my parents!","Now, come on!",There's something you've got to see.
"You see them, don't you?",Stand there. There.,Look in properly. Go on.,I only see us.,"Come on. Come. Come look, it's my parents!","Now, come on!"
Thats my dad,"You see them, don't you?",Stand there. There.,Look in properly. Go on.,I only see us.,"Come on. Come. Come look, it's my parents!"
How can it?,"Harry, do you think this mirror shows the future?",I look good.,"And bloody hell, I'm Quidditch Captain too!",I'm holding the Quidditch cup!,"That's me! Only, I'm head boy...and"
Both my parents are dead.,How can it?,"Harry, do you think this mirror shows the future?",I look good.,"And bloody hell, I'm Quidditch Captain too!",I'm holding the Quidditch cup!
No.,Wanna play chess?,I'll be right back.,Ron?,"Do you like yours, Ron?",Both my parents are dead.
No.,Wanna go and visit Hagrid?,No.,Wanna play chess?,I'll be right back.,Ron?
"So, then it shows us what we want?","The happiest man on earth would look into the mirror and see only himself, exactly as he is.",Let me give you a clue.,I trust by now you realize what it does.,"I see that you, like so many before you, have discovered the delights of the Mirror of Erised.","Back again, Harry?"
Whatever we want?,"So, then it shows us what we want?","The happiest man on earth would look into the mirror and see only himself, exactly as he is.",Let me give you a clue.,I trust by now you realize what it does.,"I see that you, like so many before you, have discovered the delights of the Mirror of Erised."
Malfoy.,Leg-Locker Curse?,It's as if they don't trust us! Dumbledore again!,That's insulting!,"Besides, according to Professor McGonagall, we're to be given special quills bewitched with an Anti Cheating Spell.","No, you won't."
I found him!,"Besides, if anyone cared to notice my eyebrows have completely grown back!","I don't appreciate the insinuation, Longbottom.",You to set my bloody kneecups on fire!,"No, that's all I need!",I'll do the countercurse!
Go on!,Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945.,I found him!,"Besides, if anyone cared to notice my eyebrows have completely grown back!","I don't appreciate the insinuation, Longbottom.",You to set my bloody kneecups on fire!
I knew the name sound familiar.,"For the discovery of the twelve uses of dragon blood...and his work on alchemy with his partner, Nicholas Flamel!",Go on!,Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945.,I found him!,"Besides, if anyone cared to notice my eyebrows have completely grown back!"
I read it on the train that day.,I knew the name sound familiar.,"For the discovery of the twelve uses of dragon blood...and his work on alchemy with his partner, Nicholas Flamel!",Go on!,Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945.,I found him!
The what?,Nicholas Flamel is the only known maker of the Philosopher's Stone!,Of course! Here it is!,This is light?,I checked this out a few weeks ago for a bit of light reading.,How could I be so stupid?
Shh!,I know what it means!,It means you'll never die.,Immortal?,"It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.",The Philosopher's Stone is a legendary substance with astonishing powers.
Hagrid!,the Philosopher's Stone!,That's what's under the trapdoor...,That's what Fluffy's guarding on the 3rd floor.,"The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!",Shh!
We think Snape's trying to steal it.,Oh.,We know about the Sorcerer's Stone!,"Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today.",Hagrid!,the Philosopher's Stone!
"Hagrid, we know he's after the Stone.","Snape? Blimey, Harry, you're not still on about him, are you?",We think Snape's trying to steal it.,Oh.,We know about the Sorcerer's Stone!,"Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today."
We just don't know why.,"Hagrid, we know he's after the Stone.","Snape? Blimey, Harry, you're not still on about him, are you?",We think Snape's trying to steal it.,Oh.,We know about the Sorcerer's Stone!
What?,He's not about to steal it!,Snape is one of the teachers protecting the Stone!,We just don't know why.,"Hagrid, we know he's after the Stone.","Snape? Blimey, Harry, you're not still on about him, are you?"
Wait a minute.,"Come on, now, I'm a bit preoccupied today.",You heard. Right.,What?,He's not about to steal it!,Snape is one of the teachers protecting the Stone!
One of the teachers?,Wait a minute.,"Come on, now, I'm a bit preoccupied today.",You heard. Right.,What?,He's not about to steal it!
"Uh, Hagrid, what exactly is that?",Oh! Ooh! Ooh! Ooh! Ooh!,I shouldn't have told you that.,I shouldn't have told you that.,Except for me and Dumbledore.,"Hehe, not a soul knows how."
Norbert?,"Hallo, Norbert.",He knows his mummy. Hehe.,"Isn't he beautiful? Oh. Bless him, look.",My brother Charlie works with these in Romania.,That's a Norwegian Ridgeback!
Malfoy.,Who's that?,"He'll have to be trained up a bit, of course.","Ohh! Oooh, ooh, ooh, well...","Don't you, Norbert? Dededede.","Yeah, well, he's got to have a name, doesn't he?"
Hagrid always wanted a dragon.,"Oh, dear.",Malfoy.,Who's that?,"He'll have to be trained up a bit, of course.","Ohh! Oooh, ooh, ooh, well..."
He told me so the first time I met him.,Hagrid always wanted a dragon.,"Oh, dear.",Malfoy.,Who's that?,"He'll have to be trained up a bit, of course."
I don't understand.,"And worse, Malfoy knows.",It's crazy.,He told me so the first time I met him.,Hagrid always wanted a dragon.,"Oh, dear."
50?!,"Therefore, as punishment for your actions, 50 points will be taken.","Nothing, I repeat, nothing gives a student the right to walk about the school at night.",Good evening.,It's bad.,Is that bad?
"Hagrid, what's that?",Right. Let's go.,Nighty-night.,You can be sure of that.,"There's more than werewolves in those trees, lad.",And there are...werewolves!
"If I didn't know better, Draco, I'd say you were scared.",This is servant's stuff.,You wait till my father hears about this.,"Fine. Just so you know, he's a bloody coward.",Okay. Then I get Fang!,And Harry you'll go with Malfoy.
"What is it, Fang?","Come on, Fang.  Scared.",Did you hear that?,"Scared, Potter?!","If I didn't know better, Draco, I'd say you were scared.",This is servant's stuff.
But what was that thing you saved me from?,Especially for you.,The forest is not safe at this time.,You are known to many creatures here.,"Harry Potter, you must leave.",AHHHHHHHHH!!! AHHH! HELP!!!!!
But who would choose such a life?,A cursed life.,"You have slain something so pure that the moment the blood touches your lips, you will have a half-life.",But at a terrible price.,Drinking the blood of a unicorn will keep you alive even if you are an inch from death.,It is a terrible crime to slay a unicorn.
Do you mean to say...that that thing that killed the unicorn...,Can you think of no one?,But who would choose such a life?,A cursed life.,"You have slain something so pure that the moment the blood touches your lips, you will have a half-life.",But at a terrible price.
that was drinking its blood...that was Voldemort?,Do you mean to say...that that thing that killed the unicorn...,Can you think of no one?,But who would choose such a life?,A cursed life.,"You have slain something so pure that the moment the blood touches your lips, you will have a half-life."
The Sorcerer's Stone.,Do you know what is hidden in the school at this very moment?,that was drinking its blood...that was Voldemort?,Do you mean to say...that that thing that killed the unicorn...,Can you think of no one?,But who would choose such a life?
But he's weak.,"You mean, You-Know-Who's out there, right now, in the forest?",You're safe now. Good luck.,"Harry Potter, this is where I leave you.","You all right there, Harry?",I see you've met our young Mr. Potter.
