response,context,context/0
She's a slutty nurse.,"Wow, we get it.","You know what I love about Halloween? It's the one night of the year chicks use to unleash their inner ho-bag. If a girl dresses up as she a witch, she's a slutty witch. If she's a cat, she's a slutty cat. If she's a nurse..."
Married.,We're not really ready to go public yet.,So why haven't we met him?
Awww.,Well.,"Hey, Ted, what are you doing for Halloween?"
And she called it the Tootsie Roll.,And she...,A cocktail she invented herself.
Because it tastes like an alcoholic Tootsie Roll.,And she called it the Tootsie Roll.,And she...
Something went terribly wrong.,"Hey, can I please tell this story? So we had this instant connection. She gave me her number, but then something...",Because it tastes like an alcoholic Tootsie Roll.
"You know, Ted, it's been four years. She could be engaged or married or, God forbid, fat.","Never found her number, never saw her again. But every year they have a Halloween party up on the roof so that's where I'll be.",Where's the Kit Kat? Where's the Kit Kat!
"No, no, not again. Not this year. You're going as my wingman. Flight suit up!",It's an elaborate costume.,Where are you going?
"Oh you're dangerous, Maverick. Your ego's writing check your body can't cash. OK. Here's the plan, and I crap you not. I'm getting us into the Victoria's Secret Halloween party. Trust me, by the end of the night, your chad will not be hanging.",No thanks. I'm sticking with the hanging chad.,"No, no, not again. Not this year. You're going as my wingman. Flight suit up!"
"Hm,  Yale preppies reuniting their stupid a capella group. What's that left hand? Right hand sucks? Word.","We can get rejected by supermodels any night of the year. Tonight, I'm going up to the roof, I'm gonna have a few beers, I'm gonna wait for the Slutty Pumpkin. That's just what I do.","Oh you're dangerous, Maverick. Your ego's writing check your body can't cash. OK. Here's the plan, and I crap you not. I'm getting us into the Victoria's Secret Halloween party. Trust me, by the end of the night, your chad will not be hanging."
"Well, boys, looks like it's just the three of us. What's that? Self-five? Nice.  We out.",I'm heading up to the roof.,"Hm,  Yale preppies reuniting their stupid a capella group. What's that left hand? Right hand sucks? Word."
I can't believe you talked me into this.,I think we got them beat.,"You thought I was...Oh, I was just kidding. I gotta stop making jokes in e-mails. It's so hard to convey tone."
This party sucks. There are seven chicks here.,I didn't. You followed me up here.,I can't believe you talked me into this.
There are six chicks here.,This party sucks. There are seven chicks here.,I didn't. You followed me up here.
What be a pirate's favorite kind of sweater?,My bonnie lies over the ocean. My bonnie lies over the sea. My bonnie lives over the ocean. Oh bring back my bonnie to me...,"Ladies and gentlemen, as on-pitch as they were at Spring Fling '95, it's my pleasure to welcome back the Shagarats."
And what be a pirate's favorite fast food restaurant?,Arr-gyle.,What be a pirate's favorite kind of sweater?
Hey.,Really tasty.,Oh for God's sake.
"So, what does a fella have to do to get lei'd around here? Yeah.",Hey.,Hey.
It isn't funny if you explain the joke.,"Right, cuz I'm wearing a lei.","So, what does a fella have to do to get lei'd around here? Yeah."
Let's bail.,It isn't funny if you explain the joke.,"Right, cuz I'm wearing a lei."
Name one person you know at this party.,"Oh, Barney, come on, I'm having fun. It's really great seeing these guys again.",Let's bail.
"OK, I'm leaving, but just know that this Victoria's Secret party is on a yacht. And what will be sticking to that yacht? The Barnacle.","Well, there's ninja, back of horse. Where's front of horse? That guys a riot. Where is he?",Name one person you know at this party.
"Yeah, the Barnacle.",Really? That's the nickname now?,"OK, I'm leaving, but just know that this Victoria's Secret party is on a yacht. And what will be sticking to that yacht? The Barnacle."
That's it. Barnacle out.,The Barnacle.,"Yeah, the Barnacle."
That's right.,"Barney. What, you're back?","I can share dessert. He better want the brownie sundae, but yeah, yeah, I can totally share."
"Every Halloween, I bring a spare costume in case I strike out with the hottest girl at the party. That way I have a second chance to make a first impression.",In a totally new costume.,That's right.
What's with the face?,"Every Halloween, I bring a spare costume in case I strike out with the hottest girl at the party. That way I have a second chance to make a first impression.",In a totally new costume.
So go to the bathroom.,"It's half you're pathetic, half I have to pee.",What's with the face?
"So pee off the roof. Ooh, Ted, pee off the roof.","No, there's a huge line. I don't want to miss the Slutty Pumpkin.",So go to the bathroom.
"Come on, Ted, who are you going to listen to? Me or Mr. Goody-goody over there.","Whoa, I wouldn't do that if I were you. There's people walking down there.","So pee off the roof. Ooh, Ted, pee off the roof."
Let me guess. Every guy has used the lei'd line on you tonight.,"Well, let's dig in, Mi... Mi... Microwave Oven.","Thanks, Marshmallow."
I apologize for my gender. Let me make it up to you. Make you a drink.,You wouldn't believe.,Let me guess. Every guy has used the lei'd line on you tonight.
I'm also a horny devil.  Yeah.,You certainly are a charming devil.,I apologize for my gender. Let me make it up to you. Make you a drink.
"Oh, go to hell.",No.,I'm also a horny devil.  Yeah.
OK Victoria's Secret party right now.,Brain freeze.,I don't see...
"Come on, I can't stand to watching my delusional friend waste another precious Halloween. The Slutty Pumpkin is not coming.",Nope.,OK Victoria's Secret party right now.
Oy.,She might.,"Come on, I can't stand to watching my delusional friend waste another precious Halloween. The Slutty Pumpkin is not coming."
Wow. I did not understand a word you just said. Lingerie models on a boat!,"Come on, Barney, this is not about the odds, this is about believing. This girl, she represents something to me, I don't know, hope.",Oy.
"No, see ya.  Ow.",See ya.,Wow. I did not understand a word you just said. Lingerie models on a boat!
"You are such a loser. Come on, I came back for you, Ted. I penguin-suited up to show you the error of your ways. And to score hula girl's number. Check and check.","Uh, excuse me, this is gonna sound crazy, but I met someone up on this roof four years ago and they mixed that cocktail and they loved penguins. By any chance, was that you? It's you. I was crazy but I can't...","Kahlua, root beer, could this penguin be the Slutty Pumpkin?"
"Yes, it is.",Unbelievable.,"You are such a loser. Come on, I came back for you, Ted. I penguin-suited up to show you the error of your ways. And to score hula girl's number. Check and check."
"What? No no, that's some other guy and he was a kick-ass fighter pilot",Wait a minute. You're that lame army guy.,"Yes, it is."
"Yeah, well, you did, thanks.",I cannot believe I gave you my number,"What? No no, that's some other guy and he was a kick-ass fighter pilot"
"Uh, I don't think so. I earned it fair and square. I'm calling you.","Well, give it back.","Yeah, well, you did, thanks."
But how will you know it's me? I'm a master of disguise. Yeah.,But I'm never gonna go out with you.,"Uh, I don't think so. I earned it fair and square. I'm calling you."
"Come on, Ted, Victoria's Secret party now. Let's go.",Nice.,But how will you know it's me? I'm a master of disguise. Yeah.
Fine. Fine.,I'm staying.,"Come on, Ted, Victoria's Secret party now. Let's go."
I'm flippering you off.,What are you doing?,Fine. Fine.
"What the? Haha, joke's on you, I have a cold.","I know, I'm still shaking.",Oh my God.
Marshall ran away from a cockroach.,"But those things coming out of his head, those were antennae","Baby, it was a mouse. It had a whiskers."
"Oh, yeah, sorry, my bad. You're a man.","It, it was a mouse.",Marshall ran away from a cockroach.
Was that chick at the end really a client?,"Love Solution's Ellen Pierce, a beacon of hope for New York city's lovelorn. Robin Scherbatsky...","Science. Everything in life can be broken down to ones and zeros, even love."
We're signing up.,Yes.,Was that chick at the end really a client?
"Ted, these chicks are desperate and hot. That's a perfect cocktail. Shake well, then sleep with.",What?,We're signing up.
Come on.,Oh my God.,"Come on, Lily, the only way that that was a cockroach was if it was wearing the skin of a mouse it just klled."
"Ted, hurry, you gotta help me. My boat is sinking.",Come on.,Oh my God.
My boat is sinking.,What?,"Ted, hurry, you gotta help me. My boat is sinking."
"Come on, Ted, this is an incredible opportunity. We'll meet our soulmates, nail 'em and never call them again.",Your boat is sinking. That was good.,You have a boat?
"Gosh, thanks, Ellen. I sure hope this works. I'm so done with the single life, all the games, the meaningless sx.","All finished, gentlemen? Congratulations, you have just taken your very first step.","Come on, Ted, this is an incredible opportunity. We'll meet our soulmates, nail 'em and never call them again."
