response,context/0,context/1,context/2,context/3,context/4
"Why do you have to break up with her? Be a man, just stop calling.","No, I know, but it's just so hard, you know? I mean, you're sitting there with her, she has no idea what's happening, and then you finally get up the courage to do it, and there's the horrible awkward moment when you've handed her the note.","Chandler, nobody likes breaking up with someone. You just gotta do it.","Oh, right, right, shut up.","Not even, say, breaking up with Janice?",Not a one.
"My god, Angela.","Hi, Joey.","Uh-huh, uh-huh.","Oh, yeah, yeah. Actually, I got the extended disco version, with three choruses of You'll never make it on your own.",Did he give you that whole You're-not-up-to-this thing again?,"Ooh, I hate when my father calls me that."
"No, yeah, no, ok, but not yet. I don't wanna seem too eager. One Mississippi, two Mississippi, three Mississippi. That seems pretty cool.  Hey, Angela.",Are you gonna go over there?,"Wow, being dumped by you obviously agrees with her.","My god, Angela.","Hi, Joey.","Uh-huh, uh-huh."
You look good.,Joey.,"No, yeah, no, ok, but not yet. I don't wanna seem too eager. One Mississippi, two Mississippi, three Mississippi. That seems pretty cool.  Hey, Angela.",Are you gonna go over there?,"Wow, being dumped by you obviously agrees with her.","My god, Angela."
You don't say.,That's because I'm wearing a dress that accents my boobs.,You look good.,Joey.,"No, yeah, no, ok, but not yet. I don't wanna seem too eager. One Mississippi, two Mississippi, three Mississippi. That seems pretty cool.  Hey, Angela.",Are you gonna go over there?
Bob? Who the hell's Bob?,Forget it Joey. I'm with Bob now.,Sure.,"Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?",Don't you have a laundry room in your building?,"Me. Was that not clear? Hey, why don't, um, why don't I just join you both, here?"
"Come on, we were great together. And not just at the fun stuff, but like, talking too.","Bob is great. He's smart, he's sophisticated, and he has a real job. You, you go on three auditions a month and you call yourself an actor, but Bob...",Bob? Who the hell's Bob?,Forget it Joey. I'm with Bob now.,Sure.,"Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?"
What?,"Yeah, well, sorry, Joe. You said let's just be friends, so guess what?","Come on, we were great together. And not just at the fun stuff, but like, talking too.","Bob is great. He's smart, he's sophisticated, and he has a real job. You, you go on three auditions a month and you call yourself an actor, but Bob...",Bob? Who the hell's Bob?,Forget it Joey. I'm with Bob now.
"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?",We're just friends.,What?,"Yeah, well, sorry, Joe. You said let's just be friends, so guess what?","Come on, we were great together. And not just at the fun stuff, but like, talking too.","Bob is great. He's smart, he's sophisticated, and he has a real job. You, you go on three auditions a month and you call yourself an actor, but Bob..."
"You know, you and Bob, and me and my girlfriend, uh, uh, Monica.",What four of us?,"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?",We're just friends.,What?,"Yeah, well, sorry, Joe. You said let's just be friends, so guess what?"
"Monica, I'm tellin' you, this guy is perfect for you.","You know, you and Bob, and me and my girlfriend, uh, uh, Monica.",What four of us?,"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?",We're just friends.,What?
"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Forget it. Not after your cousin who could belch the alphabet.,"Monica, I'm tellin' you, this guy is perfect for you.","You know, you and Bob, and me and my girlfriend, uh, uh, Monica.",What four of us?,"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?"
What?,"Oh, god help us.","Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Forget it. Not after your cousin who could belch the alphabet.,"Monica, I'm tellin' you, this guy is perfect for you.","You know, you and Bob, and me and my girlfriend, uh, uh, Monica."
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Ugly Naked Guy's laying kitchen tile. Eww!,What?,"Oh, god help us.","Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Forget it. Not after your cousin who could belch the alphabet.
"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",What's going on here? You go out with tons of girls.,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Ugly Naked Guy's laying kitchen tile. Eww!,What?,"Oh, god help us."
Yep.,Thank you. So what does this Bob guy look like? Is he tall? Short?,There you go.,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way.","Oh, and uh, the fabric softener?",No.
Which what?,Which?,Yep.,Thank you. So what does this Bob guy look like? Is he tall? Short?,There you go.,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way."
"No, but he's...","You've never met Bob, have you?",Which what?,Which?,Yep.,Thank you. So what does this Bob guy look like? Is he tall? Short?
Oh my god.,"How, how did that happen?",Cleveland.,Brooklyn Heights.,"So, where did you guys grow up?","Uh, that, that, that would be a judgment call."
I suddenly had the feeling that I was falling. But I'm not.,What?,Oh my god.,"How, how did that happen?",Cleveland.,Brooklyn Heights.
"So, you and Angela, huh?",I suddenly had the feeling that I was falling. But I'm not.,What?,Oh my god.,"How, how did that happen?",Cleveland.
"You're a lucky man. You know what I miss the most about her? That cute nibbly noise when she eats. Like a happy little squirrel, or a weasel.",Yep. Pretty much.,"So, you and Angela, huh?",I suddenly had the feeling that I was falling. But I'm not.,What?,Oh my god.
"Oh, yeah, yeah, listen for it.","Huh, I never really noticed.","You're a lucky man. You know what I miss the most about her? That cute nibbly noise when she eats. Like a happy little squirrel, or a weasel.",Yep. Pretty much.,"So, you and Angela, huh?",I suddenly had the feeling that I was falling. But I'm not.
"Yeah, but it's not gonna last. She's too much for me in bed. Sexually.","Monica, Monica is great.","Oh, yeah, yeah, listen for it.","Huh, I never really noticed.","You're a lucky man. You know what I miss the most about her? That cute nibbly noise when she eats. Like a happy little squirrel, or a weasel.",Yep. Pretty much.
What?,Oh my god.,"Something went wrong with Underdog, and they couldn't get his head to inflate. So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. Um, I've got something in my eye, uh, Joey, could we check it in the light, please?","Except it didn't. It happened to me. Oh, god, I'm gonna look like a big marshmallow peep. What am I doing? What am I doing? My father's right. I can't live on my own! I can't even do laundry!","Yeah, uh, except for the red sock, which is still red. I'm sorry, please don't be upset, it could happen to anyone.","Oh, everything's pink."
"Come on, they're close.",Hello! Were we at the same table? It's like... cocktails in Appalachia.,What?,Oh my god.,"Something went wrong with Underdog, and they couldn't get his head to inflate. So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. Um, I've got something in my eye, uh, Joey, could we check it in the light, please?","Except it didn't. It happened to me. Oh, god, I'm gonna look like a big marshmallow peep. What am I doing? What am I doing? My father's right. I can't live on my own! I can't even do laundry!"
"Oh, like you've never gotten a little rambunctious with Ross.",Close? She's got her tongue in his ear.,"Come on, they're close.",Hello! Were we at the same table? It's like... cocktails in Appalachia.,What?,Oh my god.
"Well, who's to say what's true? I mean...","Joey, this is sick, it's disgusting, it's, it'snot really true, is it?","Oh, like you've never gotten a little rambunctious with Ross.",Close? She's got her tongue in his ear.,"Come on, they're close.",Hello! Were we at the same table? It's like... cocktails in Appalachia.
