episode,line,character
01x02,"Robin, look I didn't invite you to this party to set you up with Carlos. Or the one before that. Or the one before that.  I threw these parties because I wanted to see you.",Ted
01x02,"Well, here I am.",Robin
01x02,"There's something here, look, unless I'm crazy.",Ted
01x02,Like what?,Ted
01x02,"like-let's fall in love, and get married and have kids and drive them to soccer practice.",Robin
01x02,I'm not gonna force sports on them unless they're interested.,Ted
01x02,It's a great look. But you're looking at the wrong girl.,Robin
01x02,"No, I'm not.",Ted
01x02,"Yes, you are. I don't wanna get married right now, maybe ever and if we got together I'd feel like I'd either have to marry you or break your heart and-I just couldn't do either of those things. Just like you can't turn off the way you feel.",Robin
01x02,Click. Off. Let's make out.,Ted
01x02,What?,Robin
01x02,"What? That was the off switch! And I turned it off. I mean sure yes, I wanna fall in love get married blah, blah, blah, but-on the other hand... you... me...the roof.",Ted
01x02,There's no off switch.,Robin
01x02,There is an off switch... and it's off.,Ted
01x02,"no, it's not.",Robin
01x02,No ...it's-not.,Robin
01x02,"Yes-it is  No it's not. You're right, there's no off switch. God I wish there was an off switch.",Ted
01x02,me too.,Robin
01x02,So,Ted
01x02,we could be friends,Robin
01x02,Oh,Ted
01x02,"look, I know it sounds insincere when people say that but... we could.",Robin
01x02,"I don't know, Robin. I made such a jackass out of myself here, every time we start hanging out it'll be like, Oh-that's right-I'm a jackass.",Ted
01x02,You're not a jackass. I'm sorry. I only moved here in April and I'm always working and-I just haven't met a lot of good people so far. But I understand.,Robin
01x02,"Well-uh-maybe in a few months after it's not so fresh, we could all-uh...you know, get a beer.",Ted
01x02,yeah.,Robin
01x02,"Or, you know-now.  We could all get a beer now.",Ted
01x02,I'd like that.,Robin
01x02,"My friends are goanna love you-like you-you know, as a friend.  Jackass.",Ted
01x02,"Unbelievable. That is just a recipe for disaster, they work together",Barney
01x02,You jealous?,Ted
01x02,"Oh, please, what does Carlos have that I don't?",Barney
01x02,a date tonight?,Robin
01x02,Ohh!!,"Marshall, Lily and Ted"
01x02,"Stop the tape, rewind-play it again.",Lily
01x02,Ohh!!,"Mashall, Lily and Ted"
01x02,I'm not sure I like her.,Barney
01x02,"Hey, don't you have a paper to write?",Ted
01x02,"Dude, you're talking to the kid.",Marshall
01x02,I know it.,Ted
01x02,"I'm goanna knock back this beer. I'm gonna knock back one more beer. I'm gonna go home, I'm gonna write a twenty-five page paper. I'm gonna hand it in and I'm gonna get a A. My name is Rufus, and that's the Trufus.",Marshall
01x02,"He got a B Minus. But still-twenty-five pages in one night, B minus? The kid was good.",Narrator
01x02,At least let me buy you a beer. Come on I'll buy everyone a beer.,Ted
01x02,"I'll help carry. You know something, Ted?",Robin
01x02,What?,Ted
01x02,"You are a catch. You're gonna make some girl very happy, and I am going to help you find her.",Robin
01x02,"Well, good luck. I mean maybe New York's just too big a town, you know? There's millions of people in this city. How in all this mess is a guy supposed to find the love of his life? I mean, where do you even begin?",Ted
01x02,"Hi, Have you met Ted?",Robin
01x03,"So there was this one night, before I met your mother when I really wanted to go to the bar.",Narrator
01x03,The bar? Big surprise!,Son
01x03,You sure spend a lot of time in bars...,Daughter
01x03,Well that's just what we did back then.,Narrator
01x03,Me.,Narrator
01x03,Marshall and Lily.,Narrator
01x03,Barney,Narrator
01x03,We all used to hang out at this one bar called MacLaren's.,Narrator
01x03,But then one night.,Narrator
01x03,Why don't we go to MacLaren's?,Ted
01x03,Let's go to MacLaren's.,Lily
01x03,You guys talking to each other? Nobody's listening.,Marshall
01x03,What's wrong with MacLaren's?,Ted
01x03,I had no idea why I hung out with Barney.,Narrator
01x03,"You didn't phone-five did you? I know when you don't phone-five, Ted. Come on, we always go to MacLaren's.",Barney
01x03,"Yeah, cause MacLaren's is fun...",Ted
01x03,MacLaren's is this much fun. What I'm offering is the chance to have this much fun.,Barney
01x03,"See, you say that. You say it's going to be this much fun. But most of the time it ends up being this much fun. This much fun is good! It's safe. It's guaranteed!",Ted
01x03,"This hand gesture thing doesn't really work on the phone, does it?",Barney
01x03,No it doesn't.,Ted
01x03,Get in the cab. Marshall you too.,Barney
01x03,"Oh, I wish I could... I think Lily and I are just goi...",Marshall
01x03,I understand.  Get in the cab.,Barney
01x03,Why can Marshall say no?,Ted
01x03,Uhh... because he's getting laid.,Barney
01x03,Consistently.,Marshall
01x03,"It's not a rut, okay. It's a routine and I like it!",Ted
01x03,"Ted, what's the first syllable in rutting",Barney
01x03,"Alright, so what's this legendary plan.",Ted
01x03,First we got to pick someone up at the airport.,Barney
01x03,"Okay, I'm outta here.",Ted
01x03,Just this one little thing and the rest of the night is ours.,Barney
01x03,"Why do you have those suitcases, and who are we picking up?",Ted
01x03,I don't know. Maybe her? Or her.,Barney
01x03,Wait so when you said you were going to pick someone up at the airport. You meant you were going to pick someone up at the airport.,Ted
01x03,"Scenario. Couple of girls fly into town, looking for a fun weekend in NYC when they meet two handsome international business men just back from a lucrative trip to Japan. Sample dialogue, You have a wheelie bag? Wh... I have a wheelie bag!",Barney
01x03,You've gotta be kidding me.,Ted
01x03,"False. Sidebar, tuck in your shirt. You look sketchy.",Barney
01x03,I'm sketchy?,Ted
01x03,"Trust me, it's going to be legendary.",Barney
01x03,"Don't say legendary, okay? You're too liberal with the word legendary.",Ted
01x03,We're building an igloo in Central Park. It's gonna be legendary. Snow suit up!,Barney
01x03,"Ted, Ted, Ted. Right here! This is happening. Now you can either put your bags on the carousel now, or you can listen to me give you a really long speech convincing you to put the bags on the carousel. Your move.",Barney
01x03,"That night, Marshall had a ton of studying to do. So Lily went out with Robin who was new to New York and looking for a friend.",Narrator
01x03,I'm so glad we finally get to hang out just the two of us!,Lily
01x03,Yeah.,Robin
01x03,You sure you're okay giving up your Friday night to hang with an old almost-married lady?,Lily
01x03,"Oh please, I'm so sick of the meet-market scene. Guys are like a subway. You miss one, another one comes along in five minutes.",Robin
01x03,"Unless it's the end of the night, then you get on anything.",Lily
01x03,Heyow!,Robin
01x03,Compliments of that guy.,Carl
01x03,Really? Sweet.,Lily
01x03,"Oh, for you it's six dollars.",Carl
01x03,I guess that's one drawback to being engaged. I'm sure that's why he didn't...,Lily
01x03,Hey.,Guy 1
01x03,"Oh. Oh, hello!",Lily
01x03,"Okay, carousel four is tapped out. Ready? Because I'm about to drop some knowledge. Cute girls are not from Buffalo. Time-out. Ten o'clock. You ready to rock this, Tedder?",Barney
01x03,"Alright, um, I think we need to refine our back-story first. How did we...",Ted
01x03,"Ted, you klutzy, great guy, you!",Barney
01x03,"Oh, my god.  Are you okay?",Laura
01x03,I... I'm so sorry.,Ted
01x03,"It's fine, oh, you were a little shaky on your landing. I'd give you a 9.2.",Laura
01x03,"So, hi... I'm Ted.",Ted
01x03,Laura.,Laura
01x03,"Oh, where're you headed?",Ted
01x03,Philadelphia.,Laura
01x03,Philly? That's where we're headed!,Barney
01x03,You are? Well...uh...guess we'll see you on the plane.,Laura
01x03,"Yes, you will.  Follow them, tickets on me.",Barney
01x03,"No, Barney. Don't you get on that escalator! And don't you dare get on that subsequent escalator!",Ted
01x03,Studyin' law. Making a responsible choice for my future... on a Friday Night. Bein' a lawyer had better be awesome.,Marshall
01x03,"What's up, Ted?",Marshall
01x03,Are you alright?,Ted
01x03,Yeah.,Marshall
01x03,"Hey, guess where I am? I'm on a... ready? Plane to... ready?...Philadelphia.",Ted
01x03,That is awesome.,Marshall
01x03,"Hey, is that Marshall?  Marshall, stop whatever you're doing, get in that hoopty-ass Vierro of yours and come meet us in Philly. It's going to be legendary.",Barney
01x03,"Man, I wish I could, guys, but...",Marshall
01x03,"Yeah, yeah, yeah... I sent you some pictures on my phone, check it.  Admit it, you're having fun. This much fun. Thirty-five thousand feet of fun!",Barney
01x03,"Well I didn't think we'd be on a flying to Philadelphia when I woke up this morning, I'll give you that.",Ted
01x03,Let's go talk to those girls.,Barney
01x03,"Whoa, whoa, whoa, the seatbelt light is on.",Ted
01x03,"Ted, you've been living your whole life in a seatbelt. It's time to unclick.",Barney
01x03,"Sir, seatbelt light's on.",Fight Attendant
01x03,"Yeah, sorry, sorry.",Barney
01x03,So I grew up in Park Slope.,Lily
01x03,"Oh, I love Park Slope. When did you move to Manhattan?",Robin
01x03,You're from Park Slope.,Guy 2
01x03,So where're you from? Heaven.,Guy 2
01x03,"Yeah, I'm a ghost! Died fifteen years ago, like that pickup line.",Robin
01x03,Heyow.,Lily
01x03,"God, I'm so sorry.",Robin
01x03,"Oh, believe me I've been there. I have this line that I use when guys come  Check it out.",Lily
01x03,Hey.,Guy 3
01x03,"You take this one, I'll save it for the next one.",Lily
01x03,So what brings you guys to Philly?,Ted
01x03,We're visiting our boyfriends.,Laura
01x03,I think Chris is going to propose this weekend!,Tatiana
01x03,Isn't that great.,Laura
01x03,So great.,Ted
01x03,"So there we were, stuck on a plane to Philadelphia with two very unsingle girls. All thanks to your Uncle Barney.",Narrator
01x03,Aren't they cute? They're both linebackers for the Eagles.,Laura
01x03,Both?  Both of their boyfriends are linebackers.,Ted
01x03,You're going to Philly? Why...,Lily
01x03,I...I didn't ask.,Marshall
01x03,Well it sounds like you're having a lot more fun than I am. I'm just talking to guys' backs while they hit on Robin.,Lily
01x03,"Ouff, yeah... I bet she gets that a lot.",Marshall
01x03,Don't you bet I get that a lot?,Lily
01x03,"Not with a ring on your finger. I mean, you know, guys see the ring and it's like Cha-Chung! Marshall parking only.",Marshall
01x03,"Oh, of course, that's it the ring! I guess I'm not used to it yet.",Lily
01x03,"Oh, it's totally the ring. If you took that ring off your finger, you'd have a ton o' guys crowding around your junk.",Marshall
01x03,I'm not going to take off my ring! Wouldn't you be jealous of guys swarming all over my beeswax?,Lily
01x03,Bye.,Lily
01x03,"Robin! Robin.  Hey, I'm over here.",Lily
01x03,G-g-g-going to Philly!,Marshall
01x03,"Marshall, don't come to Philly.",Ted
01x03,But we're on an adventure!,Marshall
01x03,"We're on a Tarmac in Philadelphia, crazy adventure.",Ted
01x03,"Passengers Mosby and Stinson? Please come with us, gentlemen. Keep your hands where I can see them.",Officer McNeil
01x03,"Barney, I am going to kll you.",Ted
01x03,"Don't say you're going to kll someone in front of airport security, not cool.  Not cool.",Barney
01x03,This is an outrage. We are international businessmen on an international business trip. I demand you release us immediately.,Barney
01x03,"You demand!? No, no, no, no, no... he does not demand. We... we... we have no demands!",Ted
01x03,"Sir, I'm going to have to ask you to remain calm.",Officer McNeil
01x03,"Okay, yeah. I'm calm... I'm totally calm.",Ted
01x03,"We got footage of you placing two bags on JFK carousel three, and abandoning them to purchase a last minute flight with cash.",Officer McNeil
01x03,Those bags were your responsibility.,Barney
01x03,They were your bags.,Ted
01x03,"Sir, please. We're assessing the bag situation.",Officer McNeil
01x03,"Look, this is all just... it's a misunderstanding.",Ted
01x03,We are international businessmen. My colleague accidentally left the bags there now please let us go before we miss our international business meeting.,Barney
01x03,"Can't remember the last time I saw an international business man with an untucked shirt. In addition, we received this footage taken over the last few months.",Officer McNeil
01x03,"Believe it or not, that duff bag thing worked.",Barney
01x03,"Truth is, my friend... he does this thing where he goes to airports with fake luggage to pick up girls and we followed some here to Philadelphia. That's it! That's all this is!",Ted
01x03,Nobody's that lame.,Officer McNeil
01x03,"Yes, he's that lame. Tell them you're that lame!",Ted
01x03,We are international businessmen...,Barney
01x03,OH COME ON!,Ted
01x03,Sir! Lower your voice or we'll restrain you.,Officer McNeil
01x03,"Dude, seriously, relax.",Barney
01x03,We at least get to call our lawyer.,Ted
01x03,Exactly!  We have a lawyer?,Barney
01x03,To Philly! The adventure continues! Destroy!,Marshall
01x03,"It's ridiculous in here, why don't we go somewhere else?",Robin
01x03,What are you doing?,Robin
01x03,What?,Lily
01x03,With your lips and everything...?,Robin
01x03,My lips are always like this,Lily
01x03,You had to play the race card.,Ted
01x03,"Relax, Ted. We didn't do anything wrong. And, B.T.W, we'd be out of here by now if you'd have tucked in your shirt.",Barney
01x03,"Go ahead, JFK... what is the baggage status?",Officer McNeil
01x03,They're clean. It's just a whole bunch of condoms... and a power bar.,bmb Squad Guy
01x03,You're free to go.,Officer McNeil
